ts	conn_count_uid_in	ssh_count_uid_in
2021-03-12 07:10:00	28583.0	2922.0
2021-03-12 07:20:00	27815.0	2936.0
2021-03-12 07:30:00	19485.0	2450.0
2021-03-12 07:40:00	11481.0	1386.0
2021-03-12 07:50:00	21442.0	1745.0
2021-03-12 08:00:00	16977.0	1688.0
2021-03-12 08:10:00	15466.0	1666.0
2021-03-12 08:20:00	15041.0	1691.0
2021-03-12 08:30:00	11716.0	1114.0
2021-03-12 08:40:00	10675.0	577.0
2021-03-12 08:50:00	10807.0	577.0
2021-03-12 09:00:00	10612.0	637.0
2021-03-12 09:10:00	22365.0	2177.0
2021-03-12 09:20:00	24263.0	2720.0
2021-03-12 09:30:00	21280.0	2485.0
2021-03-12 09:40:00	16122.0	1982.0
2021-03-12 09:50:00	13321.0	693.0
2021-03-12 10:00:00	9925.0	504.0
2021-03-12 10:10:00	13994.0	781.0
2021-03-12 10:20:00	14741.0	541.0
2021-03-12 10:30:00	14548.0	456.0
2021-03-12 10:40:00	14570.0	380.0
2021-03-12 10:50:00	17343.0	455.0
2021-03-12 11:00:00	16465.0	497.0
2021-03-12 11:10:00	16255.0	482.0
2021-03-12 11:20:00	14425.0	495.0
2021-03-12 11:30:00	16691.0	534.0
2021-03-12 11:40:00	15012.0	555.0
2021-03-12 11:50:00	21929.0	1370.0
2021-03-12 12:00:00	27244.0	2650.0
2021-03-12 12:10:00	27036.0	2643.0
2021-03-12 12:20:00	22689.0	2065.0
2021-03-12 12:30:00	16975.0	1244.0
2021-03-12 12:40:00	16537.0	689.0
2021-03-12 12:50:00	23248.0	587.0
2021-03-12 13:00:00	18040.0	518.0
2021-03-12 13:10:00	16374.0	673.0
2021-03-12 13:20:00	16205.0	713.0
2021-03-12 13:30:00	15850.0	511.0
2021-03-12 13:40:00	15661.0	620.0
2021-03-12 13:50:00	18943.0	467.0
2021-03-12 14:00:00	15061.0	458.0
2021-03-12 14:10:00	16192.0	519.0
2021-03-12 14:20:00	15335.0	542.0
2021-03-12 14:30:00	16222.0	634.0
2021-03-12 14:40:00	15246.0	697.0
2021-03-12 14:50:00	18213.0	849.0
2021-03-12 15:00:00	27602.0	2686.0
2021-03-12 15:10:00	27252.0	2656.0
2021-03-12 15:20:00	24448.0	2231.0
2021-03-12 15:30:00	18077.0	1453.0
2021-03-12 15:40:00	15763.0	1145.0
2021-03-12 15:50:00	15272.0	1124.0
2021-03-12 16:00:00	15230.0	1152.0
2021-03-12 16:10:00	15637.0	1128.0
2021-03-12 16:20:00	14952.0	559.0
2021-03-12 16:30:00	14448.0	636.0
2021-03-12 16:40:00	14973.0	548.0
2021-03-12 16:50:00	23911.0	1170.0
2021-03-12 17:00:00	29759.0	1859.0
2021-03-12 17:10:00	31842.0	2102.0
2021-03-12 17:20:00	34798.0	2685.0
2021-03-12 17:30:00	18777.0	1105.0
2021-03-12 17:40:00	14813.0	560.0
2021-03-12 17:50:00	16068.0	465.0
2021-03-12 18:00:00	13861.0	599.0
2021-03-12 18:10:00	13418.0	566.0
2021-03-12 18:20:00	13590.0	639.0
2021-03-12 18:30:00	14484.0	555.0
2021-03-12 18:40:00	14736.0	577.0
2021-03-12 18:50:00	22609.0	542.0
2021-03-12 19:00:00	16683.0	534.0
2021-03-12 19:10:00	13672.0	600.0
2021-03-12 19:20:00	13950.0	563.0
2021-03-12 19:30:00	14265.0	574.0
2021-03-12 19:40:00	16062.0	460.0
2021-03-12 19:50:00	16433.0	571.0
2021-03-12 20:00:00	16507.0	519.0
2021-03-12 20:10:00	13865.0	494.0
2021-03-12 20:20:00	14901.0	512.0
2021-03-12 20:30:00	15578.0	622.0
2021-03-12 20:40:00	14673.0	510.0
2021-03-12 20:50:00	13512.0	639.0
2021-03-12 21:00:00	14324.0	660.0
2021-03-12 21:10:00	14498.0	577.0
2021-03-12 21:20:00	14810.0	733.0
2021-03-12 21:30:00	14789.0	805.0
2021-03-12 21:40:00	15031.0	980.0
2021-03-12 21:50:00	15728.0	992.0
2021-03-12 22:00:00	15263.0	960.0
2021-03-12 22:10:00	22379.0	1556.0
2021-03-12 22:20:00	30299.0	3677.0
2021-03-12 22:30:00	27337.0	3160.0
2021-03-12 22:40:00	21855.0	2041.0
2021-03-12 22:50:00	18549.0	923.0
2021-03-12 23:00:00	14493.0	979.0
2021-03-12 23:10:00	14277.0	1363.0
2021-03-12 23:20:00	13306.0	635.0
2021-03-12 23:30:00	13017.0	479.0
2021-03-12 23:40:00	13975.0	633.0
2021-03-12 23:50:00	19099.0	2890.0
2021-03-13 00:00:00	17908.0	2871.0
2021-03-13 00:10:00	12814.0	451.0
2021-03-13 00:20:00	13809.0	559.0
2021-03-13 00:30:00	12822.0	436.0
2021-03-13 00:40:00	12754.0	516.0
2021-03-13 00:50:00	22348.0	617.0
2021-03-13 01:00:00	18243.0	597.0
2021-03-13 01:10:00	13908.0	476.0
2021-03-13 01:20:00	16271.0	673.0
2021-03-13 01:30:00	14970.0	629.0
2021-03-13 01:40:00	14456.0	565.0
2021-03-13 01:50:00	16785.0	616.0
2021-03-13 02:00:00	26419.0	516.0
2021-03-13 02:10:00	14562.0	546.0
2021-03-13 02:20:00	14290.0	670.0
2021-03-13 02:30:00	14186.0	619.0
2021-03-13 02:40:00	13884.0	580.0
2021-03-13 02:50:00	14312.0	688.0
2021-03-13 03:00:00	17387.0	609.0
2021-03-13 03:10:00	14905.0	462.0
2021-03-13 03:20:00	14439.0	628.0
2021-03-13 03:30:00	14450.0	398.0
2021-03-13 03:40:00	13578.0	440.0
2021-03-13 03:50:00	13784.0	584.0
2021-03-13 04:00:00	14058.0	514.0
2021-03-13 04:10:00	14159.0	516.0
2021-03-13 04:20:00	14972.0	715.0
2021-03-13 04:30:00	13723.0	766.0
2021-03-13 04:40:00	15125.0	537.0
2021-03-13 04:50:00	15281.0	581.0
2021-03-13 05:00:00	15192.0	619.0
2021-03-13 05:10:00	13737.0	595.0
2021-03-13 05:20:00	12872.0	582.0
2021-03-13 05:30:00	12912.0	620.0
2021-03-13 05:40:00	18939.0	1438.0
2021-03-13 05:50:00	34154.0	3854.0
2021-03-13 06:00:00	35771.0	4233.0
2021-03-13 06:10:00	35016.0	4244.0
2021-03-13 06:20:00	34469.0	4518.0
2021-03-13 06:30:00	39009.0	5036.0
2021-03-13 06:40:00	33690.0	4203.0
2021-03-13 06:50:00	32878.0	2646.0
2021-03-13 07:00:00	21135.0	1527.0
2021-03-13 07:10:00	13519.0	667.0
2021-03-13 07:20:00	13244.0	632.0
2021-03-13 07:30:00	14062.0	546.0
2021-03-13 07:40:00	16931.0	3189.0
2021-03-13 07:50:00	17136.0	1366.0
2021-03-13 08:00:00	15253.0	1215.0
2021-03-13 08:10:00	14845.0	1411.0
2021-03-13 08:20:00	13845.0	1349.0
2021-03-13 08:30:00	14400.0	1277.0
2021-03-13 08:40:00	15098.0	1229.0
2021-03-13 08:50:00	22365.0	2316.0
2021-03-13 09:00:00	28469.0	3302.0
2021-03-13 09:10:00	26005.0	2979.0
2021-03-13 09:20:00	21692.0	2781.0
2021-03-13 09:30:00	17844.0	2134.0
2021-03-13 09:40:00	15265.0	1865.0
2021-03-13 09:50:00	15242.0	1742.0
2021-03-13 10:00:00	16289.0	1855.0
2021-03-13 10:10:00	15587.0	1662.0
2021-03-13 10:20:00	16043.0	1659.0
2021-03-13 10:30:00	16563.0	1579.0
2021-03-13 10:40:00	15277.0	533.0
2021-03-13 10:50:00	15667.0	492.0
2021-03-13 11:00:00	14564.0	592.0
2021-03-13 11:10:00	14987.0	564.0
2021-03-13 11:20:00	14430.0	508.0
2021-03-13 11:30:00	14946.0	542.0
2021-03-13 11:40:00	13716.0	503.0
2021-03-13 11:50:00	15472.0	542.0
2021-03-13 12:00:00	14848.0	552.0
2021-03-13 12:10:00	16065.0	528.0
2021-03-13 12:20:00	16819.0	633.0
2021-03-13 12:30:00	14880.0	566.0
2021-03-13 12:40:00	13653.0	606.0
2021-03-13 12:50:00	22086.0	613.0
2021-03-13 13:00:00	15992.0	588.0
2021-03-13 13:10:00	14709.0	620.0
2021-03-13 13:20:00	14997.0	633.0
2021-03-13 13:30:00	14703.0	621.0
2021-03-13 13:40:00	14252.0	605.0
2021-03-13 13:50:00	16561.0	495.0
2021-03-13 14:00:00	16526.0	575.0
2021-03-13 14:10:00	14612.0	537.0
2021-03-13 14:20:00	14517.0	539.0
2021-03-13 14:30:00	15192.0	620.0
2021-03-13 14:40:00	14725.0	670.0
2021-03-13 14:50:00	13746.0	644.0
2021-03-13 15:00:00	13761.0	647.0
2021-03-13 15:10:00	14787.0	698.0
2021-03-13 15:20:00	14815.0	542.0
2021-03-13 15:30:00	12789.0	612.0
2021-03-13 15:40:00	13765.0	557.0
2021-03-13 15:50:00	13770.0	491.0
2021-03-13 16:00:00	13711.0	520.0
2021-03-13 16:10:00	14579.0	638.0
2021-03-13 16:20:00	13881.0	468.0
2021-03-13 16:30:00	14136.0	623.0
2021-03-13 16:40:00	13183.0	616.0
2021-03-13 16:50:00	15164.0	573.0
2021-03-13 17:00:00	13737.0	443.0
2021-03-13 17:10:00	13380.0	560.0
2021-03-13 17:20:00	12623.0	392.0
2021-03-13 17:30:00	18957.0	911.0
2021-03-13 17:40:00	30990.0	2054.0
2021-03-13 17:50:00	30569.0	1979.0
2021-03-13 18:00:00	30988.0	2151.0
2021-03-13 18:10:00	27748.0	1950.0
2021-03-13 18:20:00	15457.0	657.0
2021-03-13 18:30:00	13432.0	468.0
2021-03-13 18:40:00	14825.0	511.0
2021-03-13 18:50:00	22808.0	607.0
2021-03-13 19:00:00	17099.0	589.0
2021-03-13 19:10:00	15059.0	514.0
2021-03-13 19:20:00	14715.0	692.0
2021-03-13 19:30:00	14331.0	560.0
2021-03-13 19:40:00	13825.0	566.0
2021-03-13 19:50:00	16608.0	779.0
2021-03-13 20:00:00	13843.0	564.0
2021-03-13 20:10:00	13263.0	629.0
2021-03-13 20:20:00	13050.0	572.0
2021-03-13 20:30:00	13453.0	655.0
2021-03-13 20:40:00	15137.0	618.0
2021-03-13 20:50:00	13526.0	739.0
2021-03-13 21:00:00	15886.0	645.0
2021-03-13 21:10:00	13693.0	596.0
2021-03-13 21:20:00	14253.0	589.0
2021-03-13 21:30:00	15888.0	655.0
2021-03-13 21:40:00	13408.0	530.0
2021-03-13 21:50:00	14283.0	635.0
2021-03-13 22:00:00	13318.0	676.0
2021-03-13 22:10:00	13692.0	556.0
2021-03-13 22:20:00	14503.0	666.0
2021-03-13 22:30:00	14479.0	635.0
2021-03-13 22:40:00	16396.0	722.0
2021-03-13 22:50:00	15632.0	723.0
2021-03-13 23:00:00	16745.0	758.0
2021-03-13 23:10:00	14114.0	817.0
2021-03-13 23:20:00	13559.0	759.0
2021-03-13 23:30:00	14496.0	786.0
2021-03-13 23:40:00	22380.0	1905.0
2021-03-13 23:50:00	30178.0	3417.0
2021-03-14 00:00:00	24821.0	2838.0
2021-03-14 00:10:00	18508.0	2029.0
2021-03-14 00:20:00	13974.0	906.0
2021-03-14 00:30:00	15491.0	736.0
2021-03-14 00:40:00	21066.0	1441.0
2021-03-14 00:50:00	22639.0	662.0
2021-03-14 01:00:00	15588.0	587.0
2021-03-14 01:10:00	13071.0	492.0
2021-03-14 01:20:00	16154.0	774.0
2021-03-14 01:30:00	14789.0	496.0
2021-03-14 01:40:00	14354.0	505.0
2021-03-14 01:50:00	16656.0	674.0
2021-03-14 02:00:00	13445.0	529.0
2021-03-14 02:10:00	16383.0	566.0
2021-03-14 02:20:00	13986.0	546.0
2021-03-14 02:30:00	14661.0	509.0
2021-03-14 02:40:00	13750.0	526.0
2021-03-14 02:50:00	13734.0	531.0
2021-03-14 03:00:00	16027.0	666.0
2021-03-14 03:10:00	14086.0	629.0
2021-03-14 03:20:00	21926.0	1480.0
2021-03-14 03:30:00	27103.0	2424.0
2021-03-14 03:40:00	27141.0	2526.0
2021-03-14 03:50:00	37685.0	8889.0
2021-03-14 04:00:00	23629.0	2776.0
2021-03-14 04:10:00	14732.0	712.0
2021-03-14 04:20:00	15569.0	699.0
2021-03-14 04:30:00	20295.0	1640.0
2021-03-14 04:40:00	14062.0	667.0
2021-03-14 04:50:00	14409.0	632.0
2021-03-14 05:00:00	13995.0	572.0
2021-03-14 05:10:00	14517.0	697.0
2021-03-14 05:20:00	14110.0	602.0
2021-03-14 05:30:00	13680.0	623.0
2021-03-14 05:40:00	14163.0	807.0
2021-03-14 05:50:00	13718.0	582.0
2021-03-14 06:00:00	14594.0	638.0
2021-03-14 06:10:00	15018.0	622.0
2021-03-14 06:20:00	15148.0	908.0
2021-03-14 06:30:00	14236.0	642.0
2021-03-14 06:40:00	16958.0	614.0
2021-03-14 06:50:00	37526.0	2591.0
2021-03-14 07:00:00	28882.0	2902.0
2021-03-14 07:10:00	25522.0	2621.0
2021-03-14 07:20:00	20386.0	2035.0
2021-03-14 07:30:00	26254.0	2328.0
2021-03-14 07:40:00	31956.0	3428.0
2021-03-14 07:50:00	30114.0	2785.0
2021-03-14 08:00:00	22438.0	1840.0
2021-03-14 08:10:00	14835.0	728.0
2021-03-14 08:20:00	14462.0	613.0
2021-03-14 08:30:00	19226.0	1402.0
2021-03-14 08:40:00	23894.0	2391.0
2021-03-14 08:50:00	24235.0	2458.0
2021-03-14 09:00:00	21205.0	2103.0
2021-03-14 09:10:00	17103.0	1145.0
2021-03-14 09:20:00	14698.0	628.0
2021-03-14 09:30:00	15085.0	459.0
2021-03-14 09:40:00	21039.0	1217.0
2021-03-14 09:50:00	28578.0	2571.0
2021-03-14 10:00:00	31747.0	2495.0
2021-03-14 10:10:00	27580.0	2387.0
2021-03-14 10:20:00	27108.0	1770.0
2021-03-14 10:30:00	27714.0	2516.0
2021-03-14 10:40:00	25217.0	2510.0
2021-03-14 10:50:00	22488.0	1985.0
2021-03-14 11:00:00	15295.0	885.0
2021-03-14 11:10:00	13532.0	489.0
2021-03-14 11:20:00	15921.0	485.0
2021-03-14 11:30:00	14685.0	500.0
2021-03-14 11:40:00	15671.0	1750.0
2021-03-14 11:50:00	18586.0	2356.0
2021-03-14 12:00:00	16103.0	2288.0
2021-03-14 12:10:00	15120.0	1974.0
2021-03-14 12:20:00	15557.0	1825.0
2021-03-14 12:30:00	14978.0	1114.0
2021-03-14 12:40:00	14971.0	819.0
2021-03-14 12:50:00	21803.0	534.0
2021-03-14 13:00:00	17659.0	482.0
2021-03-14 13:10:00	14871.0	328.0
2021-03-14 13:20:00	13109.0	353.0
2021-03-14 13:30:00	15509.0	340.0
2021-03-14 13:40:00	13811.0	254.0
2021-03-14 13:50:00	14924.0	199.0
2021-03-14 14:00:00	13448.0	372.0
2021-03-14 14:10:00	14598.0	320.0
2021-03-14 14:20:00	17759.0	921.0
2021-03-14 14:30:00	13986.0	575.0
2021-03-14 14:40:00	12350.0	174.0
2021-03-14 14:50:00	13472.0	293.0
2021-03-14 15:00:00	13005.0	181.0
2021-03-14 15:10:00	13691.0	186.0
2021-03-14 15:20:00	13386.0	273.0
2021-03-14 15:30:00	14220.0	312.0
2021-03-14 15:40:00	14011.0	412.0
2021-03-14 15:50:00	13541.0	423.0
2021-03-14 16:00:00	14082.0	358.0
2021-03-14 16:10:00	13983.0	318.0
2021-03-14 16:20:00	15213.0	662.0
2021-03-14 16:30:00	16666.0	499.0
2021-03-14 16:40:00	15836.0	687.0
2021-03-14 16:50:00	18595.0	846.0
2021-03-14 17:00:00	28132.0	2440.0
2021-03-14 17:10:00	26531.0	2580.0
2021-03-14 17:20:00	23780.0	2328.0
2021-03-14 17:30:00	20896.0	1794.0
2021-03-14 17:40:00	15120.0	602.0
2021-03-14 17:50:00	15195.0	571.0
2021-03-14 18:00:00	14851.0	529.0
2021-03-14 18:10:00	16250.0	491.0
2021-03-14 18:20:00	13755.0	525.0
2021-03-14 18:30:00	15477.0	556.0
2021-03-14 18:40:00	15827.0	509.0
2021-03-14 18:50:00	21801.0	539.0
2021-03-14 19:00:00	16193.0	620.0
2021-03-14 19:10:00	13815.0	560.0
2021-03-14 19:20:00	13818.0	584.0
2021-03-14 19:30:00	13680.0	594.0
2021-03-14 19:40:00	13191.0	591.0
2021-03-14 19:50:00	19849.0	690.0
2021-03-14 20:00:00	14548.0	690.0
2021-03-14 20:10:00	15183.0	711.0
2021-03-14 20:20:00	10468.0	654.0
2021-03-14 20:30:00	11694.0	742.0
2021-03-14 20:40:00	13401.0	641.0
2021-03-14 20:50:00	16368.0	683.0
2021-03-14 21:00:00	17538.0	702.0
2021-03-14 21:10:00	14173.0	659.0
2021-03-14 21:20:00	14116.0	804.0
2021-03-14 21:30:00	14239.0	680.0
2021-03-14 21:40:00	15153.0	732.0
2021-03-14 21:50:00	14329.0	797.0
2021-03-14 22:00:00	13928.0	729.0
2021-03-14 22:10:00	14853.0	694.0
2021-03-14 22:20:00	14269.0	826.0
2021-03-14 22:30:00	14241.0	608.0
2021-03-14 22:40:00	13794.0	614.0
2021-03-14 22:50:00	30268.0	9963.0
2021-03-14 23:00:00	20320.0	3624.0
2021-03-14 23:10:00	14762.0	807.0
2021-03-14 23:20:00	15260.0	935.0
2021-03-14 23:30:00	14624.0	732.0
2021-03-14 23:40:00	15111.0	863.0
2021-03-14 23:50:00	16418.0	875.0
2021-03-15 00:00:00	14558.0	880.0
2021-03-15 00:10:00	14678.0	821.0
2021-03-15 00:20:00	14162.0	829.0
2021-03-15 00:30:00	19699.0	1483.0
2021-03-15 00:40:00	24580.0	2400.0
2021-03-15 00:50:00	32040.0	2499.0
2021-03-15 01:00:00	26362.0	2365.0
2021-03-15 01:10:00	22746.0	2037.0
2021-03-15 01:20:00	15817.0	993.0
2021-03-15 01:30:00	16013.0	896.0
2021-03-15 01:40:00	15753.0	662.0
2021-03-15 01:50:00	16169.0	747.0
2021-03-15 02:00:00	14406.0	683.0
2021-03-15 02:10:00	14444.0	546.0
2021-03-15 02:20:00	14865.0	702.0
2021-03-15 02:30:00	14059.0	661.0
2021-03-15 02:40:00	14814.0	673.0
2021-03-15 02:50:00	16899.0	646.0
2021-03-15 03:00:00	15151.0	776.0
2021-03-15 03:10:00	16283.0	781.0
2021-03-15 03:20:00	14614.0	841.0
2021-03-15 03:30:00	14803.0	776.0
2021-03-15 03:40:00	14729.0	662.0
2021-03-15 03:50:00	14254.0	768.0
2021-03-15 04:00:00	17599.0	732.0
2021-03-15 04:10:00	16085.0	765.0
2021-03-15 04:20:00	17591.0	782.0
2021-03-15 04:30:00	16271.0	764.0
2021-03-15 04:40:00	16235.0	647.0
2021-03-15 04:50:00	22550.0	1506.0
2021-03-15 05:00:00	25631.0	2002.0
2021-03-15 05:10:00	25517.0	2036.0
2021-03-15 05:20:00	27701.0	2492.0
2021-03-15 05:30:00	32166.0	3506.0
2021-03-15 05:40:00	28573.0	3278.0
2021-03-15 05:50:00	26648.0	2709.0
2021-03-15 06:00:00	19375.0	1770.0
2021-03-15 06:10:00	13999.0	637.0
2021-03-15 06:20:00	14893.0	695.0
2021-03-15 06:30:00	18533.0	1276.0
2021-03-15 06:40:00	27152.0	2992.0
2021-03-15 06:50:00	31786.0	2918.0
2021-03-15 07:00:00	27631.0	2445.0
2021-03-15 07:10:00	17727.0	1189.0
2021-03-15 07:20:00	14751.0	709.0
2021-03-15 07:30:00	14922.0	679.0
2021-03-15 07:40:00	15145.0	550.0
2021-03-15 07:50:00	16582.0	728.0
2021-03-15 08:00:00	15809.0	571.0
2021-03-15 08:10:00	16665.0	575.0
2021-03-15 08:20:00	16545.0	576.0
2021-03-15 08:30:00	16456.0	640.0
2021-03-15 08:40:00	17117.0	546.0
2021-03-15 08:50:00	16489.0	683.0
2021-03-15 09:00:00	16944.0	663.0
2021-03-15 09:10:00	29691.0	2389.0
2021-03-15 09:20:00	40363.0	4514.0
2021-03-15 09:30:00	39136.0	4533.0
2021-03-15 09:40:00	34190.0	3875.0
2021-03-15 09:50:00	27489.0	3842.0
2021-03-15 10:00:00	24000.0	3124.0
2021-03-15 10:10:00	27977.0	2888.0
2021-03-15 10:20:00	32475.0	2796.0
2021-03-15 10:30:00	32111.0	2858.0
2021-03-15 10:40:00	29160.0	2643.0
2021-03-15 10:50:00	31942.0	2551.0
2021-03-15 11:00:00	31968.0	2425.0
2021-03-15 11:10:00	27793.0	2492.0
2021-03-15 11:20:00	26406.0	2361.0
2021-03-15 11:30:00	20433.0	1504.0
2021-03-15 11:40:00	16061.0	741.0
2021-03-15 11:50:00	18709.0	657.0
2021-03-15 12:00:00	17725.0	615.0
2021-03-15 12:10:00	16839.0	641.0
2021-03-15 12:20:00	17301.0	682.0
2021-03-15 12:30:00	16746.0	549.0
2021-03-15 12:40:00	15653.0	682.0
2021-03-15 12:50:00	32176.0	644.0
2021-03-15 13:00:00	21877.0	621.0
2021-03-15 13:10:00	17646.0	1545.0
2021-03-15 13:20:00	18395.0	2701.0
2021-03-15 13:30:00	18695.0	2226.0
2021-03-15 13:40:00	17120.0	539.0
2021-03-15 13:50:00	24205.0	633.0
2021-03-15 14:00:00	16657.0	455.0
2021-03-15 14:10:00	16324.0	565.0
2021-03-15 14:20:00	16369.0	592.0
2021-03-15 14:30:00	17659.0	567.0
2021-03-15 14:40:00	17099.0	585.0
2021-03-15 14:50:00	15265.0	652.0
2021-03-15 15:00:00	15450.0	535.0
2021-03-15 15:10:00	15343.0	544.0
2021-03-15 15:20:00	14470.0	617.0
2021-03-15 15:30:00	15120.0	583.0
2021-03-15 15:40:00	19859.0	1126.0
2021-03-15 15:50:00	28358.0	2728.0
2021-03-15 16:00:00	28815.0	2821.0
2021-03-15 16:10:00	28756.0	2420.0
2021-03-15 16:20:00	20015.0	1596.0
2021-03-15 16:30:00	15112.0	679.0
2021-03-15 16:40:00	14080.0	700.0
2021-03-15 16:50:00	16995.0	662.0
2021-03-15 17:00:00	28732.0	2149.0
2021-03-15 17:10:00	23479.0	1840.0
2021-03-15 17:20:00	16680.0	689.0
2021-03-15 17:30:00	15833.0	860.0
